Chromophore,Solvent,Quantum yield
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,CC(C)=O,0.016
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,CS(C)=O,0.008
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,CC#N ,0.012
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,CCO,0.13
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,CO,0.1
CC1=CC(C2=CC(/C=C/C3=CC=C(N4CCCC4)C=C3)=CC=N2)=NC=C1,Cc1ccccc1,0.2
CC1=CC(C2=CC(/C=C/C3=CC=C(N4CCCC4)C=C3)=CC=N2)=NC=C1,C1CCOC1,0.07
CC1=CC(C2=CC(/C=C/C3=CC=C(N4CCCC4)C=C3)=CC=N2)=NC=C1,CC#N ,0.08
COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N(CCCC)CCCC)=C1,Cc1ccccc1,0.17
COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N(CCCC)CCCC)=C1,C1CCOC1,0.31
COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N(CCCC)CCCC)=C1,CC#N ,0.36
COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N4CCCC4)=C1,Cc1ccccc1,0.16
COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N4CCCC4)=C1,C1CCOC1,0.27
COC1=C(/C=C/C2=CC=NC(C3=NC=CC(C)=C3)=C2)C=C(OC)C(N4CCCC4)=C1,CC#N ,0.28
COC1=C(/C=C/C2=CC=C(/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3)C=C2)C=C(OC)C(N(CCCC)CCCC)=C1,Cc1ccccc1,0.78
COC1=C(/C=C/C2=CC=C(/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3)C=C2)C=C(OC)C(N(CCCC)CCCC)=C1,C1CCOC1,0.59
COC1=C(/C=C/C2=CC=C(/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3)C=C2)C=C(OC)C(N(CCCC)CCCC)=C1,CC#N ,0.26
COC1=C(/C=C/C2=CC=C(/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3)C=C2)C=C(OC)C(N5CCCC5)=C1,Cc1ccccc1,0.63
COC1=C(/C=C/C2=CC=C(/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3)C=C2)C=C(OC)C(N5CCCC5)=C1,C1CCOC1,0.43
COC1=C(/C=C/C2=CC=C(/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3)C=C2)C=C(OC)C(N5CCCC5)=C1,CC#N ,0.49
CCCCOC1=CC(/C=C/C2=CC=C(N(CCCC)CCCC)C=C2)=C(OCCCC)C=C1/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3,Cc1ccccc1,0.37
CCCCOC1=CC(/C=C/C2=CC=C(N(CCCC)CCCC)C=C2)=C(OCCCC)C=C1/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3,C1CCOC1,0.46
CCCCOC1=CC(/C=C/C2=CC=C(N(CCCC)CCCC)C=C2)=C(OCCCC)C=C1/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3,CC#N ,0.25
CCCCOC1=CC(/C=C/C2=C(OC)C=C(N(CCCC)CCCC)C(OC)=C2)=C(OCCCC)C=C1/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3,Cc1ccccc1,0.56
CCCCOC1=CC(/C=C/C2=C(OC)C=C(N(CCCC)CCCC)C(OC)=C2)=C(OCCCC)C=C1/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3,C1CCOC1,0.51
CCCCOC1=CC(/C=C/C2=C(OC)C=C(N(CCCC)CCCC)C(OC)=C2)=C(OCCCC)C=C1/C=C/C3=CC=NC(C4=NC=CC(C)=C4)=C3,CC#N ,0.37
CCCCOC1=CC(/C=C/C2=C(OC)C=C(N3CCCC3)C(OC)=C2)=C(OCCCC)C=C1/C=C/C4=CC=NC(C5=NC=CC(C)=C5)=C4,Cc1ccccc1,0.45
CCCCOC1=CC(/C=C/C2=C(OC)C=C(N3CCCC3)C(OC)=C2)=C(OCCCC)C=C1/C=C/C4=CC=NC(C5=NC=CC(C)=C5)=C4,C1CCOC1,0.47
CCCCOC1=CC(/C=C/C2=C(OC)C=C(N3CCCC3)C(OC)=C2)=C(OCCCC)C=C1/C=C/C4=CC=NC(C5=NC=CC(C)=C5)=C4,CC#N ,0.39
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(S(=O)(C)=O)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CCCCCC,
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(S(=O)(C)=O)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CCCCCCCCO,
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(S(=O)(C)=O)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CCO,
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(S(=O)(C)=O)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CN(C)C=O,
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C([N+]([O-])=O)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CCCCCC,
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C(F)(F)F)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CCCCCC,0.515
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C(F)(F)F)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CCCCCCCCO,0.524
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C(F)(F)F)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CCO,0.399
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C(F)(F)F)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CN(C)C=O,0.369
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C#N)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CCCCCC,
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C#N)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CCCCCCCCO,
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C#N)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CCO,
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C#N)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,CN(C)C=O,
O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,CCCCCC,
O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,CCCCCCCCO,
O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,CCO,
O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,CN(C)C=O,
O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,CCCCCC,
O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,CCCCCCCCO,
O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,CCO,
O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,CN(C)C=O,
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CCCCCC,0.97
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,Cc1ccccc1,0.95
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,C1COCCO1,0.95
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,C1CCOC1,0.94
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,ClC(Cl)Cl,0.91
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CC(C)=O,0.93
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CN(C)C=O,0.93
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CS(C)=O,0.88
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CC#N ,0.95
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CCO,0.99
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CO,0.93
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,FC(F)=C(F)F,0.98
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CCCCCC,0.66
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,Cc1ccccc1,0.85
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,C1COCCO1,0.92
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,C1CCOC1,0.81
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,ClC(Cl)Cl,0.52
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CC(C)=O,0.94
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CN(C)C=O,0.83
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CS(C)=O,0.85
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CC#N ,0.89
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CCO,0.91
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,CO,0.83
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,FC(F)=C(F)F,0.97
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,CCCCCC,
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,Cc1ccccc1,0.99
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,C1COCCO1,0.99
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,C1CCOC1,0.99
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,ClC(Cl)Cl,0.99
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,CC(C)=O,0.99
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,CN(C)C=O,0.98
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,CS(C)=O,0.96
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,CC#N ,0.99
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,CCO,0.98
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,CO,0.99
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,FC(F)=C(F)F,0.99
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,O,0.97
O=CC(C1=C2C=CC=C1)=CC=C2C3=C4C=CC=CC4=C(N5CCCCC5)C=C3,CCCCCC,0.04
O=CC(C1=C2C=CC=C1)=CC=C2C3=C4C=CC=CC4=C(N5CCCCC5)C=C3,Cc1ccccc1,0.37
O=CC(C1=C2C=CC=C1)=CC=C2C3=C4C=CC=CC4=C(N5CCCCC5)C=C3,CCOCC,0.34
O=CC(C1=C2C=CC=C1)=CC=C2C3=C4C=CC=CC4=C(N5CCCCC5)C=C3,C1CCOC1,0.11
O=CC(C1=C2C=CC=C1)=CC=C2C3=C4C=CC=CC4=C(N5CCCCC5)C=C3,CCOC(C)=O,0.06
CN(C)C1=CC2=C(C(C=CC(C=O)=C3)=C3C2(C)C)C=C1,CCCCCC,0.014
CN(C)C1=CC2=C(C(C=CC(C=O)=C3)=C3C2(C)C)C=C1,Cc1ccccc1,0.892
CN(C)C1=CC2=C(C(C=CC(C=O)=C3)=C3C2(C)C)C=C1,C1CCOC1,0.99
CN(C)C1=CC2=C(C(C=CC(C=O)=C3)=C3C2(C)C)C=C1,CN(C)C=O,0.99
CN(C)C1=CC2=C(C(C=CC(C=O)=C3)=C3C2(C)C)C=C1,CC#N ,0.99
CN(C)C1=CC2=C(C(C=CC(C=O)=C3)=C3C2(C)C)C=C1,CO,0.464
CN(C)C1=CC(CC2)=C(C3=C2C=C(C=O)C=C3)C=C1,CCCCCC,0.017
CN(C)C1=CC(CC2)=C(C3=C2C=C(C=O)C=C3)C=C1,Cc1ccccc1,0.892
CN(C)C1=CC(CC2)=C(C3=C2C=C(C=O)C=C3)C=C1,C1CCOC1,0.932
CN(C)C1=CC(CC2)=C(C3=C2C=C(C=O)C=C3)C=C1,CN(C)C=O,0.99
CN(C)C1=CC(CC2)=C(C3=C2C=C(C=O)C=C3)C=C1,CC#N ,0.99
CN(C)C1=CC(CC2)=C(C3=C2C=C(C=O)C=C3)C=C1,CO,0.221
CN(C)C1=CC=C(C2=CC=C(C=O)C=C2)C=C1,CCCCCC,0.011
CN(C)C1=CC=C(C2=CC=C(C=O)C=C2)C=C1,Cc1ccccc1,0.703
CN(C)C1=CC=C(C2=CC=C(C=O)C=C2)C=C1,C1CCOC1,0.857
CN(C)C1=CC=C(C2=CC=C(C=O)C=C2)C=C1,CN(C)C=O,0.472
CN(C)C1=CC=C(C2=CC=C(C=O)C=C2)C=C1,CC#N ,0.162
CN(C)C1=CC=C(C2=CC=C(C=O)C=C2)C=C1,CO,0.009
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C=C1,CCCCCC,0.007
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C=C1,Cc1ccccc1,0.713
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C=C1,C1CCOC1,0.467
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C=C1,CN(C)C=O,0.024
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C=C1,CC#N ,0.011
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C=C1,CO,0.001
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2)C=C1,CCCCCC,0.008
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2)C=C1,Cc1ccccc1,0.5
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2)C=C1,C1CCOC1,0.25
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2)C=C1,CN(C)C=O,0.041
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2)C=C1,CC#N ,0.023
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2)C=C1,CO,0.006
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2C)C=C1,CCCCCC,0.01
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2C)C=C1,Cc1ccccc1,0.342
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2C)C=C1,CCOCC,0.09
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2C)C=C1,CC1CCCO1,0.052
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2C)C=C1,CCOC(C)=O,0.043
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2C)C=C1,ClC(Cl)Cl,0.094
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C(C)=C1,CCCCCC,0.004
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C(C)=C1,Cc1ccccc1,0.539
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C(C)=C1,CCOCC,0.258
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C(C)=C1,CC1CCCO1,0.1
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C(C)=C1,CCOC(C)=O,0.063
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C(C)=C1,ClC(Cl)Cl,0.058
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2C)C=C1,CCCCCC,0.002
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2C)C=C1,Cc1ccccc1,0.139
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2C)C=C1,CCOCC,0.047
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2C)C=C1,CC1CCCO1,0.132
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2C)C=C1,CCOC(C)=O,0.046
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2C)C=C1,ClC(Cl)Cl,0.156
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CCCCCC,0.6
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,Cc1ccccc1,0.58
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,C1COCCO1,0.67
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,C1CCOC1,0.94
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CCOC(C)=O,0.6
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,ClC(Cl)Cl,0.53
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CC(C)=O,0.33
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CN(C)C=O,0.12
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CS(C)=O,0.2
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CC#N ,0.24
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CCCCCC,0.78
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,Cc1ccccc1,0.9
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,C1COCCO1,0.57
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,C1CCOC1,0.98
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CCOC(C)=O,0.7
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,ClC(Cl)Cl,0.47
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CC(C)=O,0.24
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CN(C)C=O,0.09
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CS(C)=O,0.11
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CC#N ,0.18
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CCCCCC,0.5
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,Cc1ccccc1,0.94
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,C1COCCO1,0.76
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,C1CCOC1,0.9
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CCOC(C)=O,0.76
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,ClC(Cl)Cl,0.09
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CC(C)=O,0.23
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CN(C)C=O,0.16
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CS(C)=O,0.2
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,CC#N ,0.2
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,CCCCCC,
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,Cc1ccccc1,
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,C1CCOC1,
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,ClC(Cl)Cl,0.02
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,CC(C)=O,
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,CC#N ,0.006
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,CS(C)=O,
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,CCO,0.052
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,CO,0.1
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,FC(F)=C(F)F,0.6
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,CCCCCC,
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,Cc1ccccc1,
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,C1CCOC1,
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,ClC(Cl)Cl,0.13
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,CC(C)=O,0.009
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,CC#N ,0.035
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,CS(C)=O,0.019
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,CCO,0.36
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,CO,0.38
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,FC(F)=C(F)F,0.64
O=CC1=C(C=C2)C3=C4C2=C(CCCC)C=CC4=CC=C3C(CCCC)=C1,CCCCCC,0.003
O=CC1=C(C=C2)C3=C4C2=C(CCCC)C=CC4=CC=C3C(CCCC)=C1,Cc1ccccc1,0.015
