Chromophore,Solvent,Quantum yield
[H]/[N+]([H])=C(C1=CC=C(N(C)C)C=C1)\C2=CC=C(N(C)C)C=C2.[Cl-],O,
OC(C1=C(C2=C3C=C(CCC(O)=O)C(C=C3OC4=C2C=C(CCC(O)=O)C(O)=C4)=O)C=CC(C(O)=O)=C1)=O,O,
C1=CC=CC=C1,C1CCCCC1,
C1(C2=CC=CC=C2)=CC=CC=C1,C1CCCCC1,
CCCCCNC(COC1=CC=C(/C=C/C2=CC=C3C=C4C=CC(C5=CC=CS5)=[N+]4[B-](F)(F)N23)C=C1)=O,CO,
O=C(N(C(CC1)=O)C1=O)CCCCCNC(COC2=CC=C(C=C2)/C=C/C3=CC=C4C=C5C=CC(C6=CC=CS6)=[N+]5[B-](N34)(F)F)=O,CO,
O=C(O)CCCCCNC(COC1=CC=C(C=C1)/C=C/C2=CC=C3C=C4C=CC(C5=CC=CS5)=[N+]4[B-](N23)(F)F)=O,CO,
O=C(CCC1=CC=C2C=C3C(C)=CC(C)=[N+]3[B-](F)(N12)F)O,CO,
O=C(O)CCC1=CC=C2C=C3C=CC(C4=CC=CC=C4)=[N+]3[B-](F)(F)N12,CO,
COC1=CC=C(C=C1)C2=[N+]3[B-](F)(N4C(C)=C(C(C)=C4C=C3C=C2)CCC(NCCCCCC(ON5C(CCC5=O)=O)=O)=O)F,CO,
O=C(ON1C(CCC1=O)=O)CCCCCNC(COC2=CC=C(C3=CC=C4C=C5C=CC(C6=CC=CS6)=[N+]5[B-](F)(F)N34)C=C2)=O,CO,
CCN1/C(=C\C=C\C2=[N+](CC)C3=CC=CC=C3C2(C)C)/C(C)(C)C4=CC=CC=C14,CO,
CCN1/C(OC2=CC=CC=C12)=C\C=C\C3=[N+](C4=CC=CC=C4O3)CC,CCO,
CC[N+]1=C(C=CC=C2N(CC)C3=C(S2)C=CC=C3)SC4=C1C=CC=C4,CCO,
CCN1/C(C(C2=CC=CC=C12)(C)C)=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4C3(C)C,CO,
CCN1/C(OC2=CC=CC=C12)=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4O3,CCO,
CCN1/C(SC2=CC=CC=C12)=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4S3,CCO,
CCN1/C(C(C)(C)C2=CC=CC=C12)=C\C=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4C3(C)C,CCO,
CCN1/C(OC2=CC=CC=C12)=C\C=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4O3,CCO,
O=C(C(C1=NC2=C(C=CC=C2)S1)=C3)OC4=C3C=C5C6=C4C(C)(C)CCN6CCC5(C)C,ClC(Cl)Cl,
CC(OCOC(CN(CC(OCOC(C)=O)=O)CC1=C(OC(C)=O)C=C2C(C3(C4=CC(CN(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)=C(OC(C)=O)C=C4O2)C5=CC=CC=C5C(O3)=O)=C1)=O)=O,O,
O=C(OCOC(C)=O)CNC(C(OCOC(C)=O)=O)CCCCNC(CCC(C=C1)=[N+]2C1=CC3=CC=C(N3[B-]2(F)F)C4=CC=CN4)=O,O,
O=C(CN(C1=CC=C(C=C1OCCOC2=CC(N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)=CC=C2)NS(C3=CC(S(=O)([O-])=O)=C(C=C3)C4=C5C=C6CCC[N+](CCC7)=C6C7=C5OC8=C4C=C9CCCN%10C9=C8CCC%10)(=O)=O)CC(OCOC(C)=O)=O)OCOC(C)=O,O,
O=C(OCOC(C)=O)CN(CC(OCOC(C)=O)=O)C1=CC=CC=C1OCCOC2=CC(NC(C3=CC4=C(C5(C6=C(OC7=C5C=C(Cl)C(OC(C)=O)=C7)C=C(OC(C)=O)C(Cl)=C6)OC4=O)C=C3)=O)=CC=C2N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O,O,
CN(C1=CC2=[O+]C3=C(C=CC(N(C)C)=C3)C(C4=CC=C(NC(NC5=CC=C(N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)C(OCCOC6=CC=CC=C6N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)=C5)=S)C=C4C([O-])=O)=C2C=C1)C,O,
OC1=CC2=CC=C(C3(C4=C(C(O3)=O)C=C(C(O)=O)C=C4)C5=C(C=C(N(C)C)C=C5)O6)C6=C2C=C1,O,
O=C1C=CC2=C3C(C=CC2=C1)=C(C4=C(C(O)=O)C=C(C(O)=O)C=C4)C5=C(C=C(N(C)C)C=C5)O3,O,
O=C1C=CC2=C3C(C=CC2=C1)=C(C4=C(C(O)=O)C=C(C(O)=O)C=C4)C5=C(C(C=CC(O)=C6)=C6C=C5)O3,O,
O=C(NN)COC1=CC(S(=O)([O-])=O)=C(C=C2)C3=C1C=CC4=C(S(=O)([O-])=O)C=C(S(=O)([O-])=O)C2=C34.[Na+].[Na+].[Na+],O,
O=S(C1=CC(C2=CN=C(C3=CC=[N+](CC4=CC=CC(C(ON5C(CCC5=O)=O)=O)=C4)C=C3)O2)=CC=C1OC)([O-])=O,O,
O=C(C1=C(C2=C3C=C4C(C=C3OC5=C2C=C(C(C)=CC(C)(C)N6C)C6=C5)=[N+](C)C(C)(C)C=C4C)C=CC(NC(C7=CC=C(CCl)C=C7)=O)=C1)[O-],O,
O=C1C=C(C)C2=CC=C(N(CC)CC)C=C2O1,CCO,
O=C1OC2=C(C=CC(N(CC)CC)=C2)C=C1C3=NC4=CC=CC=C4S3,CCO,
CCN(CC)C1=CC(O2)=C(C=C(C2=O)C3=NC4=CC=CC=C4N3C)C=C1,CC#N ,
O=C(C1=CC2=CC3=C4N(CCC3)CCCC4=C2OC1=O)OCC,CCO,
O=C1C(C(C)=O)=CC2=CC3=C4N(CCC3)CCCC4=C2O1,CCO,
O=C1C(C(O)=O)=CC2=CC3=C4N(CCC3)CCCC4=C2O1,CCO,
O=C1OC2=C(C=C1C3=NC4=CC=CC=C4S3)C=C5C6=C2C(C)(C)CCN6CCC5(C)C,ClC(Cl)Cl,
CC1=CC2=NC3=C([O+]=C2C=C1N(C)C)C=C(N)C4=CC=CC=C43.O=Cl(=O)([O-])=O,CCO,
O=S(C1=CC=C2N(CCCCCCC(O)=O)C(OC2=C1)=CC=CC3=[N+](CCCCCC(O)=O)C4=CC=C(S(=O)(O)=O)C=C4O3)([O-])=O,O,
O=S(C1=CC2=C([N+](CC)=C(C=CC=C3N(CCCCCC(ON4C(CCC4=O)=O)=O)C5=C(C=C(S(=O)(O)=O)C=C5)C3(C)C)C2(C)C)C=C1)([O-])=O,O,
O=S(C1=CC(S(=O)(O)=O)=C2C(C3=C([N+](CC)=C(C=CC=C4N(CCCCCC(ON5C(CCC5=O)=O)=O)C6=C(C7=CC(S(=O)(O)=O)=CC(S(=O)(O)=O)=C7C=C6)C4(C)C)C3(C)C)C=C2)=C1)([O-])=O,O,
O=S(C1=CC2=C([N+](CC)=C(C=CC=CC=C3N(CCCCCC(ON4C(CCC4=O)=O)=O)C5=C(C=C(S(=O)(O)=O)C=C5)C3(C)C)C2(C)C)C=C1)([O-])=O,O,
O=S(C1=CC(S(=O)([O-])=O)=C2C(C3=C([N+](CC)=C(C=CC=CC=C4N(CCCCCC(ON5C(CCC5=O)=O)=O)C6=C(C7=CC(S(=O)([O-])=O)=CC(S(=O)([O-])=O)=C7C=C6)C4(C)C)C3(C)C)C=C2)=C1)([O-])=O.[Na+].[Na+].[Na+],O,
O=S(C1=CC2=C([N+](CC)=C(C=CC=CC=CC=C3N(CCCCCC(ON4C(CCC4=O)=O)=O)C5=C(C=C(S(=O)(O)=O)C=C5)C3(C)C)C2(C)C)C=C1)([O-])=O,O,
O=C(O)CCCCCN1C(C(C)(C)C2=C1C=CC=C2)=CC=CC=CC3=[N+](C)C4=C(C=CC=C4)C3(C)C,CCO,
CC[N+](C1=C2C=CC=C1)=C(O2)C=CC=C3N(C4=C(O3)C=CC=C4)CC,ClCCl,
O=C(O)CCCCCN1C(C(C)(C)C2=C1C=CC(S(=O)(O)=O)=C2)=CC=CC=CC3=NC4=C(C=C(S(=O)(O)=O)C=C4)C3(C)C,O,
O=C(ON1C(CCC1=O)=O)C2=CC=C(N=NC3=CC=C(N(C)C)C=C3)C=C2,CO,
O=C1C(F)=CC2=C(C3=CC=C(NC)C(N)=C3C(O)=O)C4=CC(F)=C(O)C=C4OC2=C1,O,
CN(C1=CC=CC2=C(S(=O)(NCCCCCN)=O)C=CC=C12)C,CO,
O=C(O)CNS(=O)(C1=C2C=CC=C(N(C)C)C2=CC=C1)=O,C1COCCO1,
CCCN1C2=C([C+]3C(C(O4)=CC=C5)=C5N(CCC)C6=CC=CC1=C36)C4=CC=C2,ClCCl,
N=C(C1=CC2=C(C=C1)C=C(C3=CC=C(C(N)=N)C=C3)N2)N,O,
CN(C)C1=CC=C(C2=CN=C(C3=CC=C(S(NCCN)(=O)=O)C=C3)O2)C=C1,CO,
CN(C1=CC=C(C=C1)C=CC2=C/C(C=C(C)O2)=C(C#N)/C#N)C,ClC(Cl)Cl,
O=C1C(Cl)=C2C(C)(C)C3=C(C=CC(O)=C3)N=C2C=C1Cl,O,
C[N+]1=CC=C(C=CC2=CC=C(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C=C2)C=C1.[I-],ClC(Cl)Cl,
CCN1/C(OC2=CC=CC=C12)=C/C=C/C3=[N+](CC)C4=CC=CC=C4O3,CCO,
O=C1N=C(C2=CC=CC=C2)C3=C1C(C4=CC=CC=C4)=NC3=O,CCO,
O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(NC5=CC(Cl)=C(O)C(Cl)=C5)=O,CCO,
O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(NC5=CC(Cl)=C(O)C=C5)=O,CCO,
O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(N5CCOCC5)=O,CCO,
OC(C1=C(C2=C3C=C(Br)C(C(Br)=C3OC4=C2C=C(Br)C(O)=C4Br)=O)C=CC=C1)=O,CCO,
OC(C1=C(C2=C3C=C(I)C(C(I)=C3OC4=C2C=C(I)C(O)=C4I)=O)C=CC(N=C=S)=C1)=O,O,
O=C(C1=C(C2=C3C=C(Br)C(C(Br)=C3OC4=C2C=C(Br)C(O)=C4Br)=O)C=CC=C1)OCC,O,
O=C(OCC)C1=CC=C(N(C)C)C=C1,CCO,
CCN(CCCS(=O)([O-])=O)C1=CC=C2C(OC(C3=N2)=C/C(C=C3)=[N+](C)/CCC(O)=O)=C1,CCO,
O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C=C(N=C=S)C=C5,O,
O=C(O)CN(C1=CC=C(C)C=C1OCCOC2=CC(C3=C4C=C(Cl)C(C=C4OC5=C3C=C(Cl)C(O)=C5)=O)=CC=C2N(CC(O)=O)CC(O)=O)CC(O)=O,O,
O=C(O)CN(C1=CC=C(C)C=C1OCCOC2=CC(C3=C4C=C(F)C(C=C4OC5=C3C=C(F)C(O)=C5)=O)=CC=C2N(CC(O)=O)CC(O)=O)CC(O)=O,O,
OC(C1=C(C2=C3C=CC(C=C3OC4=C2C=CC(O)=C4)=O)C=CC=C1)=O,O,
CN1C2=C(C=CC=C2)C3=C(C4=CC=CC(OC)=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,0.02
CN1C2=C(C=CC=C2)C3=C(C4=CC=C(Cl)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,0.021
CN1C2=C(C=CC=C2)C3=C(C4=CC=C(C(F)(F)F)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,0.022
CN1C2=C(C=CC=C2)C3=C(C4=CC=C([N+]([O-])=O)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,0.002
CN1C2=C(C=CC=C2)C3=C(C4=CC=C(O)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,0.022
CN1C2=C(C=CC=C2)C3=C(C4=CC5=C(C=CC=C5)C=C4)C6=C(C(C=CC=C7)=C7O6)C=C31,CCO,0.024
CN1C2=C(C=CC=C2)C3=C(C4=C(Br)C=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,0.015
CN1C2=C(C=CC=C2)C3=C(C4=CC(Br)=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,0.015
CN1C2=C(C=CC=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC(OC)=C6)=C6O5)C=C31,CCO,0.043
CN1C2=C(C=CC=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=C(Cl)C=C6)=C6O5)C=C31,CCO,0.025
CN1C2=C(C=CC=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=C(C(OC)=O)C=C6)=C6O5)C=C31,CCO,0.025
C1(C(C=CC=C2)=C2O3)=C3C(C4=CC=CC=C4)=C(C(C=CC=C5)=C5N6CC7=CC=CC=C7)C6=C1,CCO,0.033
CN1C2=C(C=C(OC)C=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,0.021
CN1C2=C(C=C(Br)C=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,0.001
CN1C2=C(C=C(C#N)C=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,0.036
OC1=CC=C2C(OC(C(C(O)=O)=C2)=O)=C1,CC#N ,0.7
CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC=C4)(=O)=O)C=C1,CC#N ,0.17
CC1=CC=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.23
CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC(OCC5=CC=CC=C5)=C4)(=O)=O)C=C1,CC#N ,0.14
CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC(SC)=C4)(=O)=O)C=C1,CC#N ,0.13
ClC1=CC(N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O)=CC=C1,CC#N ,0.11
BrC1=CC(N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O)=CC=C1,CC#N ,0.12
CC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.16
CCC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.17
COC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.19
FC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.15
ClC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.14
BrC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.14
IC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.12
CC(C=C1)=C(C)C=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.19
COC(C=C1)=C(OC)C=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.18
CC(C=C1C)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.22
ClC(C=C1C)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.18
COC1=CC(N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O)=CC(OC)=C1,CC#N ,0.14
CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=C(CCN=[N+]=[N-])C=C4)(=O)=O)C=C1,CC#N ,0.18
OCCC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.18
CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=C(CCC(O)=O)C=C4)(=O)=O)C=C1,CC#N ,0.17
CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC5=C4C=CC=C5)(=O)=O)C=C1,CC#N ,0.18
CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=NC=CC=C4)(=O)=O)C=C1,CC#N ,0.01
CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2NC4=CC=CC=C4)(=O)=O)C=C1,CC#N ,0.16
FC1=CC=CC(C1=CN/2C3=CC=CC=C3)=CC2=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.09
FC(C=CC1=C/2)=CC1=CN(C3=CC=CC=C3)C2=N/S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.09
ClC(C=CC1=C/2)=CC1=CN(C3=CC=CC=C3)C2=N/S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.1
CC(C=CC1=CN/2C3=CC=CC=C3)=CC1=CC2=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.17
FC(C=CC1=CN/2C3=CC=CC=C3)=CC1=CC2=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N ,0.12
CC(C)(C)NC(N1C=CC=CC1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,ClC(Cl)Cl,0.43
CC(C)(C)NC(N1C=CC=C(C)C1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,ClC(Cl)Cl,0.23
CC(C)(C)NC(N1C=CC(C)=CC1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,ClC(Cl)Cl,0.33
CC(C)(C)NC(N1C=C(C)C=CC1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,ClC(Cl)Cl,0.16
CC(C)(C)NC(N1C(C)=CC=CC1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,ClC(Cl)Cl,0.25
CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NC(C)(C)C)N4C=CC=CC4=N3)=N1,ClC(Cl)Cl,0.52
CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NC(C)(C)C)N4C=CC(C)=CC4=N3)=N1,ClC(Cl)Cl,0.4
CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NC(C)(C)C)N4C=C(C)C=CC4=N3)=N1,ClC(Cl)Cl,0.23
FC(C=C1)=CC=C1C2=CC(C3=C(N4C=C(C=CC4=N3)Cl)NCC(OCC)=O)=NN2C5=CC=CC=C5,ClC(Cl)Cl,0.75
CC(C)(C)NC(N1C=C(F)C=CC1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,ClC(Cl)Cl,0.53
CC(NC1=C(N=C2C(Cl)=CC(Cl)=CN12)C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3)(C)C,ClC(Cl)Cl,0.43
CC(C)(NC1=C(C2=NN(C(C3=CC=C(C=C3)Cl)=C2)C4=CC=CC=C4)N=C5C(Br)=CC=CN15)C,ClC(Cl)Cl,0.03
CC(NC1=C(N=C2C=NC=CN12)C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3)(C)C,ClC(Cl)Cl,0.07
CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NC(C)(C)C)N4C=C(Cl)C=CC4=N3)=N1,ClC(Cl)Cl,0.65
CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NC(C)(C)C)N4C=C(Cl)C=C(Cl)C4=N3)=N1,ClC(Cl)Cl,0.83
CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NC(C)(C)C)N4C=CC=C(Br)C4=N3)=N1,ClC(Cl)Cl,0.05
CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NC(C)(C)C)N4C=C(Br)C=CC4=N3)=N1,ClC(Cl)Cl,0.07
CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NC(C)(C)C)N4C=CSC4=N3)=N1,ClC(Cl)Cl,0.78
CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NCC(OCC)=O)N4C=C(Cl)C=CC4=N3)=N1,ClC(Cl)Cl,0.58
CC(C)(C)NC(N1C=C(Cl)C=CC1=N2)=C2C3=CC(C4=CC=C(Cl)C=C4)=NN3C,ClC(Cl)Cl,0.05
CC(C)(C)NC(N1C=CC=CC1=N2)=C2C3=NN(C(C4=CC(Br)=CC=C4)=C3I)C5=CC=CC=C5,ClC(Cl)Cl,0.14
O=C(OCC)/C(N1N=C(C=CC=C2)C2=N1)=C/C3=CC=C(N(C)C)C=C3,CO,
O=C(OCC)/C(N1N=C(C=CC=C2)C2=N1)=C/C3=CC=C(N(CC)CC)C=C3,CO,
O=C(OCC)/C(N1N=C(C=CC=C2)C2=N1)=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,CO,
O=C(OCC)/C(N1N=C(C=CC=C2)C2=N1)=C/C3=CC=C(N4CCOCC4)C=C3,CO,
O=C(OCC)/C(N1N=NC2=C1C=CC=C2)=C/C3=CC=C(N(C)C)C=C3,CO,
O=C(OCC)/C(N1N=NC2=C1C=CC=C2)=C/C3=CC=C(N(CC)CC)C=C3,CO,
O=C(OCC)/C(N1N=NC2=C1C=CC=C2)=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,CO,
O=C(OCC)/C(N1N=NC2=C1C=CC=C2)=C/C3=CC=C(N4CCOCC4)C=C3,CO,
C1(C(C=CC=C2)=C2C3=C4N=C(C5=CC=C(C6=CC=CC=C6)C7=NSN=C57)N3C8=CC=CC=C8)=C4C=CC=C1,Cc1ccccc1,0.79
CC(C=C1)=CC=C1C(C2=NSN=C32)=CC=C3C4=NC5=C(N4C6=CC=CC=C6)C7=C(C=CC=C7)C8=C5C=CC=C8,Cc1ccccc1,0.81
COC(C=C1)=CC=C1C(C2=NSN=C32)=CC=C3C4=NC5=C(N4C6=CC=CC=C6)C7=C(C=CC=C7)C8=C5C=CC=C8,Cc1ccccc1,0.79
CCOC(C=C1)=CC=C1C(C2=NSN=C32)=CC=C3C4=NC5=C(N4C6=CC=CC=C6)C7=C(C=CC=C7)C8=C5C=CC=C8,Cc1ccccc1,0.79
FC(C=C1)=CC=C1C(C2=NSN=C32)=CC=C3C4=NC5=C(N4C6=CC=CC=C6)C7=C(C=CC=C7)C8=C5C=CC=C8,Cc1ccccc1,0.77
FC(C(C=C1)=CC=C1C(C2=NSN=C32)=CC=C3C4=NC5=C(N4C6=CC=CC=C6)C7=C(C=CC=C7)C8=C5C=CC=C8)(F)F,Cc1ccccc1,0.75
CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(S(C5=CC=CC=C5)(=O)=O)/C(OC4(C)C)=C(C#N)\C#N)=C3,ClC(Cl)Cl,0.01
CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(SC5=CC=CC=C5)/C(OC4(C)C)=C(C#N)\C#N)=C3,ClC(Cl)Cl,0.01
CCN1C2=CC=CC=C2C3=C1C=CC(/C=C/C4=C(C#N)/C(OC4(C)C)=C(C#N)\C#N)=C3,ClC(Cl)Cl,0.01
CC(C(/C=C/C1=CC=C(C=C1)N(C2=C3C=C(C(C)(C)C)C=C2)C4=C3C=C(C(C)(C)C)C=C4)=C/5S(C6=CC=CC=C6)(=O)=O)(C)OC5=C(C#N)\C#N,ClC(Cl)Cl,0.001
CC(C(/C=C/C1=CC=C(C=C1)N(C2=C3C=C(C(C)(C)C)C=C2)C4=C3C=C(C(C)(C)C)C=C4)=C/5SC6=CC=CC=C6)(C)OC5=C(C#N)\C#N,ClC(Cl)Cl,0.1
CC(C(/C=C/C1=CC=C(C=C1)N(C2=C3C=C(C(C)(C)C)C=C2)C4=C3C=C(C(C)(C)C)C=C4)=C/5C#N)(C)OC5=C(C#N)\C#N,ClC(Cl)Cl,0.03
CC(C(/C=C/C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=C/4S(C5=CC=CC=C5)(=O)=O)(C)OC4=C(C#N)\C#N,ClC(Cl)Cl,0.12
CC(C(/C=C/C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=C/4SC5=CC=CC=C5)(C)OC4=C(C#N)\C#N,ClC(Cl)Cl,0.07
CC(C(/C=C/C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)=C/4C#N)(C)OC4=C(C#N)\C#N,ClC(Cl)Cl,0.08
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6S(C7=CC=CC=C7)(=O)=O)(C)OC6=C(C#N)\C#N,ClC(Cl)Cl,0.3
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6SC7=CC=CC=C7)(C)OC6=C(C#N)\C#N,ClC(Cl)Cl,0.37
CC(C(/C=C/C1=CC2=C(C=C1)C(CC)(CC)C3=CC(N(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C32)=C/6C#N)(C)OC6=C(C#N)\C#N,ClC(Cl)Cl,0.13
CN1C2=NC(C3=CC=C(C)C=C3)=C(C4=CC=C(OC)C=C4)C=C2C(C5=CC=CC=C5)=C1C6=CC=C(OC)C=C6,C1CCOC1,
CN1C2=NC(C3=CC=C(C)C=C3)=C(C4=CC=C(OC)C=C4)C=C2C(C5=CC=CC=C5)=C1C6=CC=C(F)C=C6,C1CCOC1,
CN1C2=NC(C3=CC=C(OCO4)C4=C3)=C(C5=CC6=C(C=CC=C6)C=C5)C=C2C(C7=CC=CC=C7)=C1C8=CC=C(OC)C=C8,C1CCOC1,
CN1C2=NC(C3=CC=C4C(C=CC=C4)=C3)=C(C5=CC=C(C)C=C5)C=C2C(C6=CC=C(OC)C=C6)=C1C7=CC=C(F)C=C7,C1CCOC1,
CN1C2=NC(C3=CC=C4C(C=CC=C4)=C3)=C(C5=CC=C(C)C=C5)C=C2C(C6=CC=C(OC)C=C6)=C1C7=CC=CC=C7,C1CCOC1,
CN1C2=NC(C3=CC=CC(OC)=C3)=C(C4=CC5=C(C=CC=C5)C=C4)C=C2C(C6=CC=C(C)C=C6)=C1C7=CC=C(F)C=C7,C1CCOC1,
F[B-]1(F)C(C2=CC=C(F)C=C2)=NNC3=[N+]1C=CC=C3,CC#N ,0.08
F[B-]1(F)C(C2=CC=C(F)C=C2)=NNC3=[N+]1C=CC(C#N)=C3,CC#N ,0.02
F[B-]1(F)C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NNC5=[N+]1C=CC=C5,CC#N ,0.04
F[B-]1(F)C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NNC5=[N+]1C=CC(C#N)=C5,CC#N ,0.005
